,rank,ranking_change,product_title,item_category1,item_category2,brand_name,pageview,sales_qty,like,rating,review_count,article_tag_list,price,age_18_ratio,age_1923_ratio,age_2428_ratio,age_2933_ratio,age_3439_ratio,age_40_ratio,gender_male_ratio,gender_female_ratio,n_label
0,1,0,[3M 신슐레이트]오리지널 M-1965 피쉬테일 파카_Original Khaki,아우터,사파리/헌팅 재킷,라퍼지스토어,702000,21000,29329,4.7,4990,개파카 피쉬테일 밀리터리 아우터 야상 오버핏 신슐레이트 오리지널점퍼 ,94905,28,23,23,13,7,6,73,27,아우터 특가
1,2,0,2 TONE ARCH HOODIE GRAY,상의,후드 티셔츠,예일,480000,57000,86940,4.8,15520,루즈핏 후디 로고후드 후드티 후드 로고 ,59250,38,26,17,8,3,8,55,45,한정 판매
2,3,0,2WAY 스웻 후드 집업 (MELANGE GREY),아우터,후드 집업,토피,371000,56000,59023,4.8,18079,오버핏 후드 집업후드 트레이닝세트 셋업 후드집업 세트 베이식위크 ,39000,31,33,21,7,2,6,70,30,한정 판매
3,4,1,Deep One Tuck Sweat Pants [Grey],바지,트레이닝/조거 팬츠,제로,506000,59000,64581,4.8,22045,스웻 오버사이즈 와이드 트레이닝 팬츠 이지웨어 플리츠팬츠 ,35685,30,33,22,7,2,6,78,22,nan
4,5,0,Classic Sweat Pants [Grey],바지,트레이닝/조거 팬츠,제로,292000,82000,65034,4.8,51616,스웻 조거 트레이닝 팬츠 조거팬츠 이지웨어 스웻컬렉션 ,35685,27,27,21,12,6,7,79,21,nan
5,6,0,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],바지,슈트 팬츠/슬랙스,무신사스탠다드,304000,145000,75192,4.8,103649,정장바지 퍼펙트슬랙스 정장팬츠 기본슬랙스 트라우저 허리밴딩 셋업 유아인착장상품 무탠픽업 감사세일 ,26774,27,21,22,16,7,7,90,10,감사세일
6,7,1,[송필드pick] TAG TO HOODIE - BLACK,상의,후드 티셔츠,브라운브레스,243000,10000,22615,4.9,3582,오버핏후드 루즈핏후드 남녀공용 기모후드 스웨트셔츠 스웻셔츠 기모 ,59685,36,29,17,7,3,8,49,51,한정 판매
7,8,1,와이드 히든 밴딩 슬랙스 [블랙],바지,슈트 팬츠/슬랙스,무신사스탠다드,227000,75000,44988,4.8,74848,정장바지 퍼펙트슬랙스 트라우저 셋업 와이드팬츠 루즈핏 와이드핏 유아인착장상품 무탠픽업 ,31584,23,26,25,14,6,6,88,12,무신사 단독
8,9,1,플리스 집업 자켓 블랙,아우터,플리스/뽀글이,커버낫,392000,19000,48334,4.7,15295,자켓 집업 후리스 양털뽀글이 뽀글이 양털 플리스컬렉션 이도현PICK ,52716,42,22,16,7,3,10,50,50,아우터 특가
9,10,1,[비건 레더] 필드 자켓 블랙,아우터,레더/라이더스 재킷,파르티멘토,164000,17000,30255,4.8,6292,레더 라이더자켓 라이더 가죽자켓 레더자켓 오버핏자켓 비건레더 ,82258,21,39,26,8,3,3,65,35,한정 판매
10,11,1,[3M 신슐레이트]오리지널 M-1965 피쉬테일 파카_Vintage Black,아우터,사파리/헌팅 재킷,라퍼지스토어,251000,5500,11314,4.7,4990,개파카 피쉬테일 밀리터리 아우터 야상 오버핏 신슐레이트 오리지널점퍼 ,94905,27,24,26,12,6,5,61,39,아우터 특가
11,12,2,N214UDW920 헤론 라이트 덕다운 유 넥 다운 점퍼 CARBON BLACK,아우터,숏패딩/숏헤비 아우터,내셔널지오그래픽,341000,5400,14815,4.9,1490,21F/W컬렉션 경량패딩 ,136335,38,23,18,7,3,11,51,49,nan
12,13,0,와이드 히든 밴딩 슬랙스 [미디엄 그레이],바지,슈트 팬츠/슬랙스,무신사스탠다드,173000,50000,38145,4.8,74848,정장바지 퍼펙트슬랙스 트라우저 셋업 와이드팬츠 루즈핏 와이드핏 무탠픽업 ,31584,18,32,28,12,5,5,87,13,무신사 단독
13,14,1,Half  Zip-Up M-Logo Sweat  (JM5TSU838MG),상의,맨투맨/스웨트셔츠,지프,163000,15000,39930,4.9,5628,스웨트셔츠 오버사이즈 스웻셔츠 맨투맨 지프×지프차 하프집업스웨트 하프집업 ,53665,30,23,24,13,4,6,49,51,한정 판매
14,15,1,[매트블랙] 버핑레더 미니멀 포켓 블루종_Matt Black,아우터,레더/라이더스 재킷,라퍼지스토어,181000,10000,24820,4.8,13687,가죽자켓 라이더자켓 레더자켓 레더 버핑레더 블루종 미니멀위크 ,66405,21,43,24,7,2,3,62,38,아우터 특가
15,16,1,미시간 울버린 피그먼트 후드티 블랙 차콜,상의,후드 티셔츠,트래블,200000,10000,25767,4.8,2466,오버핏후드 루즈핏 후드티셔츠 후드 후디 기모후드 피그먼트 ,47610,35,31,17,7,3,7,42,58,한정 판매
16,17,1,클럽 맨투맨 블랙,상의,맨투맨/스웨트셔츠,나이키,121000,22000,56427,4.7,9436,로고 로고스웨트 ,59000,37,24,20,9,3,7,54,46,병행수입
17,18,3,울리치 발마칸 오버 코트_Black,아우터,겨울 싱글 코트,라퍼지스토어,264000,8800,17095,4.7,3310,울코트 롱코트 코트 맥코트 싱글코트 발마칸코트 오버핏코트 미니멀위크 ,114950,18,29,34,12,4,3,73,27,아우터 특가
18,19,0,세미 와이드 히든 밴딩 슬랙스 [블랙],바지,슈트 팬츠/슬랙스,무신사스탠다드,187000,91000,57499,4.8,89648,루즈핏 밴딩슬랙스 셋업팬츠 와이드핏 정장바지 퍼펙트슬랙스 밴딩 와이드 유아인착장상품 무탠픽업 ,26774,18,21,27,19,9,6,91,9,감사세일
19,20,0,화란 세미오버 가디건 클라우드 그레이,아우터,카디건,엘무드,66000,15000,17273,4.8,18853,화란 캐시미어 숏 오버핏 브이넥 베이식 니트컬렉션 미니멀위크 ,65971,21,29,27,14,5,4,89,11,한정 판매
20,21,1,Arch Logo Hoodie Navy,상의,후드 티셔츠,예스아이씨,92000,10000,25123,4.8,4553,로고후드 후드티 후디 후드티셔츠 후드 로고 기모 ,76860,41,34,13,4,1,7,46,54,nan
21,22,1,[김희진 선수 X 로맨틱크라운]네버 세이 네버 후디_블랙,상의,후드 티셔츠,로맨틱크라운,65000,7200,12838,4.9,936,로맨틱크라운×김희진 후드티셔츠 스웻후디 후드 후드티 후디 오버핏후드티 논기모 ,74880,30,29,23,10,3,5,22,78,한정 판매
22,23,2,씬에어(THINAIR) ECO LITE 다운 자켓 미드나잇 블랙,아우터,숏패딩/숏헤비 아우터,케이투,247000,2600,4536,4.9,796,씬에어 ,269925,35,14,24,16,6,5,73,27,아우터 특가
23,24,0,[SET] 베이직 라인 셋업,상의,맨투맨/스웨트셔츠,에프씨엠엠,176000,8100,14549,4.8,1133,맨투맨 스웻셔츠 팬츠 셋업 트레이닝세트 오버핏맨투맨 후드티 ,59000,33,18,16,13,9,11,44,56,nan
24,25,1,유니섹스 세미 와이드 밴딩 슬랙스,바지,슈트 팬츠/슬랙스,후러브스아트,387000,138000,111580,4.8,43312,밴딩 세미와이드 슬랙스 와이드 와이드팬츠 ,31900,33,28,18,8,4,9,68,32,nan
25,26,1,리버시블 플리스 집업 자켓 아이보리,아우터,플리스/뽀글이,커버낫,445000,14000,32405,4.8,4735,리버시블 자켓 후리스 뽀글이 양털 플리스컬렉션 이도현PICK ,98040,38,22,18,9,4,9,54,46,아우터 특가
26,27,2,캐시미어 블렌드 오버사이즈 싱글 코트 [블랙],아우터,겨울 싱글 코트,무신사스탠다드,164000,12000,19664,4.8,18267,롱코트 루즈핏 오버핏 울코트 코트컬렉션 감사세일 ,114134,21,26,28,15,6,4,90,10,감사세일
27,28,0,솔리드 옥스포드 오버셔츠(화이트),상의,셔츠/블라우스,테이크이지,43000,27000,29925,4.8,28733,오버핏 옥스포드 셔츠 오버핏셔츠 긴팔셔츠 남방 남자셔츠 ,36180,20,36,26,9,4,5,80,20,nan
28,29,1,[드로우핏X깡스타일리스트] 모크넥 니트 티셔츠 SET,상의,니트/스웨터,드로우핏,195000,17000,9144,4.9,4021,깡스타일리스트 모크넥 반폴라 롱슬리브 목폴라티 터틀넥 니트 ,43900,16,26,32,17,6,3,95,5,한정 판매
29,30,1,깡 스타일리스트 x 플랙 베를린 K47 블랙 린스드,바지,데님 팬츠,플랙,245000,8300,4200,4.7,479,데님 진 팬츠 데님팬츠 스트레이트핏 남자데님 플랙×깡스타일리스트 ,72285,29,20,26,16,6,3,97,3,한정 판매
30,31,3,[PRAUDEN] 유틸리티 덕다운 푸파 숏패딩_쿨그레이,아우터,숏패딩/숏헤비 아우터,코드그라피,291000,10000,23299,4.7,6802,덕다운 숏패딩 패딩 숏다운 다운 아우터 점퍼 베이식위크 ,99000,33,27,20,8,4,8,63,37,아우터 특가
31,32,0,코드 후드 집업 자켓 스모크 그레이,아우터,후드 집업,파르티멘토,70000,28000,54907,4.8,19220,바람막이 오버핏 자켓 후드집업 오버핏후드 캐주얼 집업 연말빅세일 ,47654,23,36,26,8,3,4,56,44,한정 판매
32,33,0,[패키지] 플레인 코튼 밴딩팬츠 CJLP7432+ 윈터 코튼 밴딩 팬츠 CJLP7527,바지,코튼 팬츠,더블유브이프로젝트,57000,25000,19254,4.7,4448,밴딩팬츠 테이퍼드 밴딩바지 코튼팬츠 팬츠 패키지 ,48403,22,21,19,16,11,11,79,21,nan
33,34,2,[패키지] 헤이즈 오버핏 스웨트셔츠 [쭈리/기모] 2PACK KJMT2369 / KJMT2400,상의,맨투맨/스웨트셔츠,제멋,128000,12000,12140,4.8,2414,루즈핏맨투맨 커플맨투맨 로고맨투맨 스웨트셔츠 무지 ,40168,26,30,24,10,4,6,80,20,nan
34,35,2,Classic String Sweat Pants [Grey],바지,트레이닝/조거 팬츠,제로,103000,24000,23788,4.8,13603,세트업 스웻 스트링 조거 트레이닝 팬츠 스웻컬렉션 ,35685,28,33,24,7,2,6,80,20,nan
35,36,3,탑필 캐시미어 라운드 니트 (블랙),상의,니트/스웨터,쿠어,105000,5000,6134,4.9,10158,니트 오버사이즈니트 캐시미어니트 쿠어니트 캐시미어 니트컬렉션 쿠어니트컬렉션 ,82840,16,25,34,17,5,3,92,8,한정 판매
36,37,1,EMBROIDERY HANDSOME DAN HOODIE ZIP UP GRAY,아우터,후드 집업,예일,56000,7300,18001,4.8,2209,루즈핏후드 후디 오버핏후드 오버사이즈 로고 핸섬댄 헤리티지 ,62300,34,26,21,9,2,8,46,54,아우터 특가
37,38,4,2WAY 스웻 후드 집업 (BLACK),아우터,후드 집업,토피,94000,14000,15470,4.8,18082,후드 오버핏 후드집업 셋업 트레이닝세트 세트 후디 베이식위크 ,39000,33,28,21,8,3,7,67,33,한정 판매
38,39,3,엔젤 와펜 후드 그레이,상의,후드 티셔츠,마크곤잘레스,65000,9100,17283,4.8,2400,후디 후드티 후드 상의 라운지웨어 엔젤와펜 엔젤 ,48300,43,25,12,5,3,12,43,57,한정 판매
39,40,4,Longsleeve 무지 긴팔티,상의,긴팔 티셔츠,브렌슨,103000,49000,43363,4.7,28950,긴팔티 레이어드 티셔츠 롱슬리브 루즈핏 쭉티 오버핏 베이식위크 ,24900,20,31,26,12,5,6,77,23,무신사 단독
40,41,4,시티 마라톤 PT - 베이지:네이비 / D67397,스니커즈,러닝화/피트니스화,아디다스,25000,10000,6966,4.8,4001,러닝화 시티마라톤 CITYMARATHON 런닝화 EVA ,110670,26,14,22,19,11,8,59,41,nan
41,42,8,울리치 트렌치 맥코트_Black,아우터,겨울 싱글 코트,라퍼지포우먼,228000,5900,22089,4.6,2866,울코트 싱글코트 코트 맥코트 트렌치코트 롱코트 ,112690,22,31,31,10,3,3,8,92,아우터 특가
42,43,9,[허니푸퍼] 리버서블 푸퍼_SPJDB4VC14,아우터,숏패딩/숏헤비 아우터,스파오,494000,10000,16624,4.9,1646,숏패딩 리버시블 리버시블패딩 패딩 허니푸퍼 후리스 ,63958,52,20,15,7,2,4,63,37,한정 판매
43,44,3,램스울 크루넥 오버니트(연차콜),상의,니트/스웨터,테이크이지,237000,19000,39365,4.6,11645,스웨터 라운드니트 데일리 남자니트 울니트 니트 오버핏니트 니트컬렉션 ,36099,24,32,24,10,4,6,80,20,nan
44,45,1,스몰 트위치 오버핏 후디 그레이,상의,후드 티셔츠,리,85000,7000,19929,4.8,1832,후드 후드티셔츠 스웻셔츠 오버핏 유니섹스 스몰로고 트위치 ,55300,30,27,23,10,4,6,43,57,한정 판매
45,46,3,BW 독일군 스니커즈 - 화이트 / BZ0579,스니커즈,캔버스/단화,아디다스,123000,43000,50363,4.8,25150,독일군 스니커즈 운동화 클래식 화이트 레더운동화 레더스니커즈 너란스니커즈 무신사현대카드 ,104954,36,22,20,11,5,6,68,32,한정 판매
46,47,1,스탠다드 후드 스웨트 집업 - 멜란지 그레이,아우터,후드 집업,멜란지마스터,92000,42000,39199,4.7,47072,무지스웨트 세트업 스웨트 스웨트셔츠 스웻 스탠다드 후드집업 단독후디 ,34454,25,33,23,9,4,6,78,22,무신사 단독
47,48,3,C 로고 맨투맨 블랙,상의,맨투맨/스웨트셔츠,커버낫,63000,10000,14608,4.8,11525,맨투맨 맨투맨추천 크루넥 C로고 로고 오버핏맨투맨 루즈핏맨투맨 논기모 ,47893,35,24,16,9,5,11,50,50,nan
48,49,5,리버서블 후드 웜업 [아메리카 블랙] WHJJB4T02U,아우터,플리스/뽀글이,후아유,441000,8200,12275,4.9,2291,후드 리버서블 플리스 후리스 양면 웜업 집업 ,63958,56,19,14,5,2,4,51,49,아우터 특가
49,50,3,와이드 조거 스웻 팬츠 (MELANGE GREY),바지,트레이닝/조거 팬츠,토피,163000,10000,12271,4.8,2145,트레이닝바지 스웨트팬츠 조거팬츠 트레이닝팬츠 트레이닝세트 트레이닝복 스웻팬츠 베이식위크 ,33000,28,31,23,9,3,6,80,20,한정 판매
50,51,4,980g pigment mtm-charcoal-,상의,맨투맨/스웨트셔츠,소버먼트,91000,22000,25371,4.8,8442,크루넥 스웻셔츠 맨투맨 오버핏 스웨트셔츠 피그먼트 무지 베이식위크 ,44400,22,22,25,16,9,6,82,18,한정 판매
51,52,7,[PRAUDEN] 유틸리티 덕다운 푸파 숏패딩_블랙,아우터,숏패딩/숏헤비 아우터,코드그라피,205000,6200,13886,4.7,6802,덕다운 숏패딩 패딩 숏다운 다운 다운점퍼 아우터 베이식위크 ,99000,31,27,22,9,4,7,63,37,아우터 특가
52,53,3,V.S.C SWEAT(OLYMPIA)_1% MELANGE GRAY,상의,맨투맨/스웨트셔츠,아웃스탠딩,51000,5700,10805,4.8,1704,긴팔티 맨투맨 스웻셔츠 커플맨투맨 빈티지스웻셔츠 논기모 ,52785,24,30,22,12,6,6,73,27,nan
53,54,3,베츠 어센틱 맨투맨 블랙,상의,맨투맨/스웨트셔츠,이벳필드,78000,9300,16042,4.8,14148,크루넥 맨투맨 헤리티지캐주얼 스탠다드 21F/W컬렉션 베츠 루즈핏맨투맨 ,42037,35,25,17,9,5,9,45,55,한정 판매
54,55,5,RDS 라이트 다운 점퍼 블랙,아우터,숏패딩/숏헤비 아우터,커버낫,240000,3600,11378,4.8,751,숏패딩 패딩 덕다운 경량패딩 신상 자켓 ,90440,30,24,24,10,4,8,53,47,아우터 특가
55,56,2,뉴 젤리 비니 NY (Black),모자,비니,엠엘비,157000,19000,35589,4.9,8015,모자 비니 숏비니 패치 ,39000,28,43,19,5,1,4,26,74,nan
56,57,4,미드나잇 후드 다크그레이 MJHD7447,상의,후드 티셔츠,더블유브이프로젝트,157000,11000,26341,4.8,2942,오버핏후드티 후디 후드티셔츠 오버핏 후드티 후드 오버핏후드 ,36384,33,23,18,9,6,11,37,63,nan
57,58,4,Cargo Jogger Slacks Pants - Black,바지,트레이닝/조거 팬츠,낫포너드,70000,38000,36337,4.7,13780,nan,35685,32,23,17,12,7,9,77,23,한정 판매
58,59,6,릴렉스드 베이식 블레이저 [블랙],아우터,슈트/블레이저 재킷,무신사스탠다드,105000,34000,25967,4.9,20446,수트 정장 자켓 셋업 퍼펙트블레이저 테일러드재킷 투버튼 블레이저 무탠픽업 ,69024,17,29,30,15,5,4,92,8,무신사 단독
59,60,4,레이어드 크루 넥 반팔 티셔츠_긴 기장 [화이트],상의,반팔 티셔츠,무신사스탠다드,174000,130000,47128,4.7,24469,기본티셔츠 라운드넥 MU-T 레귤러핏 베이직티 무지티 ,13344,29,32,18,9,5,7,79,21,무신사 단독
60,61,5,로그 오버핏 기모 후드 그레이 YHHD2302,상의,후드 티셔츠,제멋,309000,38000,44214,4.8,13554,후디 후드 후드티 오버핏 오버핏후드 기모후드 ,29300,32,25,19,10,5,9,59,41,nan
61,62,1,939 LOGO SWEAT PANTS (BLACK),바지,트레이닝/조거 팬츠,아카이브볼드,52000,5000,16235,4.8,3361,스웨트팬츠 트레이닝 밴딩팬츠 트레이닝팬츠 스웻팬츠 츄리닝 로고 ,79000,43,38,8,2,1,8,32,68,nan
62,63,5,엔젤 와펜 후드 블랙,상의,후드 티셔츠,마크곤잘레스,78000,8500,15104,4.8,2400,후디 후드티 후드 상의 라운지웨어 엔젤와펜 엔젤 ,48300,44,23,12,5,3,13,44,56,한정 판매
63,64,5,캐시미어 블렌드 대디 숄더 싱글 롱 코트 [블랙],아우터,겨울 싱글 코트,무신사스탠다드,131000,2000,5388,4.9,708,울코트 롱코트 기본코트 클래식코트 오버핏 오버숄더 코트컬렉션 ,163104,19,24,30,18,5,4,89,11,무신사 단독
64,65,3,모어 와이드 데님 팬츠 (RAW INDIGO),바지,데님 팬츠,토피,71000,8000,12607,4.8,4665,청바지 와이드팬츠 데님팬츠 와이드 토피바지 토피와이드 와이드데님 베이식위크 ,39000,26,36,24,7,2,5,84,16,한정 판매
65,66,5,하프 터틀넥 니트 세트,상의,니트/스웨터,수아레,181000,28000,18467,4.8,6006,긴팔티 니트 드랍숄더 모크넥 목폴라 긴팔티셔츠 오버핏 터틀넥 미니멀위크 ,36508,18,27,31,15,5,4,90,10,무신사 단독
66,67,6,MTR 오버핏 더블 롱 코트 (블랙),아우터,겨울 더블 코트,쿠어,283000,5300,15667,4.8,8810,더블코트 롱코트 오버핏더블코트 MTR코트 쿠어코트 MTR 쿠어코트컬렉션 ,267200,16,25,34,17,5,3,91,9,아우터 특가
67,68,8,리버시블 플리스 카라리스 자켓 아이보리,아우터,플리스/뽀글이,커버낫,247000,4400,11423,4.8,1178,리버시블 후리스 플리스자켓 자켓 플리스베스트 플리스집업 후리스자켓 이도현PICK ,89250,33,25,20,10,4,8,50,50,아우터 특가
68,69,1,P[1003]롱 와이드 코튼팬츠(베이지),바지,코튼 팬츠,퍼블릭아이콘,82000,24000,40405,4.7,18406,데님팬츠 와이드면팬츠 와이드코튼팬츠 와이드팬츠 와이드 베이지 ,27840,25,34,24,9,3,5,83,17,무신사 단독
69,70,2,클럽 맨투맨 그레이,상의,맨투맨/스웨트셔츠,나이키,46000,8700,23743,4.7,9436,로고 로고스웨트 ,59000,35,24,19,9,4,9,54,46,병행수입
70,71,3,아크 로고 후디 (네이비),상의,후드 티셔츠,어반스터프,45000,4700,11257,4.9,2714,후드 후드티셔츠 로고후드 오버핏후드 후드티 기모 벌룬핏 ,53136,28,36,23,7,2,4,63,37,한정 판매
71,72,8,[깡스타일리스트 콜라보] 딥 벤트 캐시미어 코트 BLACK,아우터,겨울 싱글 코트,인사일런스,120000,1900,3344,4.8,573,인사일런스코트 코트 겨울코트 깡스타일리스트 콜라보 인사일런스×깡스타일리스트 ,233020,23,26,28,15,5,3,96,4,한정 판매
72,73,6,오버사이즈 MA-1 보머 재킷 [블랙],아우터,블루종/MA-1,무신사스탠다드,138000,5000,7070,4.8,2547,점퍼 항공점퍼 밀리터리 유아인착장상품 셀럽아우터 가을아우터 캐주얼아우터 환절기아우터 ,76704,23,22,25,15,8,7,88,12,무신사 단독
73,74,3,척 70 클래식  블랙 162058C,스니커즈,캔버스/단화,컨버스,95000,36000,61883,4.9,27273,블랙 스니커즈 척70 162058 162058C ,91200,29,34,23,7,2,5,59,41,nan
74,75,5,깡 스타일리스트 x 플랙 스티즈 K48 딥 워시드,바지,데님 팬츠,플랙,127000,3200,2991,4.8,844,데님팬츠 와이드팬츠 긴바지 데님 남자데님 스트레이트핏 플랙×깡스타일리스트 ,81435,26,23,26,15,6,4,95,5,한정 판매
75,76,1,Half  Zip-Up M-Logo Sweat  (JM5TSU838BK),상의,맨투맨/스웨트셔츠,지프,53000,6300,10586,4.9,5630,오버핏 오버핏맨투맨 맨투맨 긴팔티 지프×지프차 하프집업스웨트 하프집업 ,53665,28,24,24,13,4,7,45,55,한정 판매
76,77,6,N214UFT910 코스토니 플리스 뽀글이 풀집업 SUGAR SWIZZLE IVORY,아우터,플리스/뽀글이,내셔널지오그래픽,123000,1900,3644,4.9,793,21F/W아우터 21F/W컬렉션 ,152640,52,15,12,6,4,11,51,49,nan
77,78,3,[세트]  하프 폴라 니트 티셔츠,상의,니트/스웨터,이에스엔,139000,47000,50453,4.6,52271,모크넥 목폴라 반폴라 터틀넥 베이식위크 ,35328,21,29,28,14,4,4,89,11,nan
78,79,3,척 70 클래식 블랙 162050C,스니커즈,캔버스/단화,컨버스,116000,30000,62647,4.9,24516,블랙 스니커즈 척70 162050 ,95040,29,37,19,7,3,5,63,37,nan
79,80,4,SWEATSHIRT THE FLOWER MARDI GREY-GREEN,상의,맨투맨/스웨트셔츠,마르디메크르디,93000,4900,13288,4.8,3755,맨투맨 그래픽 스웻셔츠 논기모 ,61762,32,27,22,8,4,7,12,88,nan
80,81,6,[-8cm 숏버전 추가] #0214 Moderation indigo straight fit,바지,데님 팬츠,페이탈리즘,182000,35000,31833,4.8,13624,데님 생지 스트레이트 바지 청바지 데님팬츠 ,56640,40,17,21,14,5,3,93,7,한정 판매
81,82,6,[드로우핏X깡스타일리스트] 터틀넥 니트 티셔츠 SET,상의,니트/스웨터,드로우핏,132000,9600,6439,4.9,4021,깡스타일리스트 모크넥 터틀넥 긴팔티 롱슬리브 목폴라티 니트 ,43900,18,29,28,15,6,4,94,6,한정 판매
82,83,2,[김희진 선수 X 로맨틱크라운]발리 베어 스웻 셔츠_네이비,상의,맨투맨/스웨트셔츠,로맨틱크라운,30000,5500,8345,4.9,848,로맨틱크라운×김희진 스웻셔츠 크루넥 맨투맨 맨투맨티셔츠 스웨트셔츠 논기모 ,59520,27,28,25,12,3,5,20,80,한정 판매
83,84,5,MA-1 레귤러 Sage green,아우터,블루종/MA-1,알파인더스트리,59000,2800,6728,4.8,13259,마원 항공점퍼 MA-1 오버핏 리버시블 MA-1레귤러 코어핏 ,199125,25,27,22,13,7,6,85,15,nan
84,85,3,(BY P.E.DEPT) UNIVERSITY HANDSOME DAN CREWNECK NAVY,상의,맨투맨/스웨트셔츠,예일,200000,35000,50774,4.9,13396,스웨트셔츠 크루넥 오버핏맨투맨 루즈핏 맨투맨 핸섬댄 로고 ,54000,34,29,19,9,3,6,61,39,한정 판매
85,86,5,N214UFT901 오르카 스탠다드 플리스 집업 CARBON BLACK,아우터,플리스/뽀글이,내셔널지오그래픽,185000,3200,7037,4.9,443,스탠다드컬렉션 21F/W컬렉션 ,81435,48,18,13,6,3,12,48,52,한정 판매
86,87,10,프리미어 퓨어 캐시미어 히든 싱글 코트 [BLACK],아우터,겨울 싱글 코트,드로우핏,126000,4800,10265,4.7,3268,싱글코트 오버핏코트 울코트 캐시미어코트 겨울코트 더블코트 아우터 ,203680,26,18,25,20,7,4,94,6,아우터 특가
87,88,2,[김희진 선수 X 로맨틱크라운]네버 세이 네버 후디_라이트 그레이,상의,후드 티셔츠,로맨틱크라운,28000,4600,6467,4.9,676,로맨틱크라운×김희진 후드티셔츠 오버핏후드 후드 후드티 스웻후디 후디 논기모 ,74880,32,25,21,12,4,6,15,85,한정 판매
88,89,7,미니멀 크루 넥 니트 [블랙],상의,니트/스웨터,무신사스탠다드,115000,8900,6901,4.9,7780,긴팔니트 유아인착장상품 니트컬렉션 레귤러핏 U넥니트 기본니트 무탠픽업 라운드넥 ,57504,16,25,32,17,6,4,92,8,무신사 단독
89,90,5,SWEATSHIRT UNIV NAVY IVORY,상의,맨투맨/스웨트셔츠,마르디메크르디,74000,4300,14833,4.8,1175,원마일웨어룩 논기모 그래픽 ,61762,24,27,27,11,5,6,13,87,nan
90,91,3,화란 세미오버 니트 크림,상의,니트/스웨터,엘무드,52000,7100,8481,4.8,42379,니트 미니멀 화란 울니트 오버핏니트 니트컬렉션 라운드넥 미니멀위크 ,59900,17,29,29,15,6,4,91,9,한정 판매
91,92,1,스몰 트위치 오버핏 후디 블랙,상의,후드 티셔츠,리,47000,4400,9906,4.8,1832,후드 후드티셔츠 스웻셔츠 오버핏 유니섹스 스몰로고 트위치 ,55300,29,27,24,10,4,6,42,58,한정 판매
92,93,-1,[10PACK] 1507 모노 트라우져 하프 삭스 _ 화이트/블랙,양말/레그웨어,양말,일오공칠,96000,192000,46906,4.8,85259,남자양말 무지양말 신사양말 양말 ,13633,21,27,26,13,6,7,74,26,무신사 단독
93,94,3,N214USW901 스탠다드 벨룩스 세미 오버핏 맨투맨 티셔츠 CARBON BLACK,상의,맨투맨/스웨트셔츠,내셔널지오그래픽,93000,4500,6454,4.8,881,스탠다드컬렉션 21F/W컬렉션 ,56235,40,20,15,8,5,12,59,41,한정 판매
94,95,4,C-Logo Hoodie Black,상의,후드 티셔츠,예스아이씨,50000,2600,7923,4.9,832,후드티 기모후드 후드티셔츠 오버핏후드 그래픽후드 오버핏후드티 그래픽 21F/W컬렉션 기모 ,76860,39,39,13,2,1,6,43,57,nan
95,96,11,N214UFT910 코스토니 플리스 뽀글이 풀집업 CARBON BLACK,아우터,플리스/뽀글이,내셔널지오그래픽,121000,2400,3558,4.9,793,21F/W아우터 21F/W컬렉션 ,152640,40,18,16,7,4,15,49,51,nan
96,97,4,Oversized (19) Slogan Wool Knit Hoodie [Mint],상의,후드 티셔츠,아조바이아조,38000,1200,4045,4.9,634,니트 니트후드 아조바이아조오리지널라벨 AJOAJOBYAJO 긴팔니트 ,113643,29,34,24,6,2,5,59,41,한정 판매
97,98,2,Classic Sweat Pants [Black],바지,트레이닝/조거 팬츠,제로,80000,20000,14905,4.8,51620,스웻 조거 트레이닝 팬츠 조거팬츠 이지웨어 스웻컬렉션 ,35685,30,25,18,12,7,8,80,20,nan
98,99,5,아크 블랙 메신저백,가방,메신저/크로스 백,하아카이브,100000,22000,34918,4.9,7430,메신저백 백팩 크로스백 호보백 가방 노트북가방 ,72285,25,35,26,8,3,3,72,28,nan
99,100,2,Half  Zip-Up M-Logo Sweat  (JM5TSU838NA),상의,맨투맨/스웨트셔츠,지프,41000,3400,11192,4.9,5630,맨투맨티셔츠 크루넥 긴팔티 스웻셔츠 지프×지프차 하프집업스웨트 하프집업 ,53665,27,28,25,12,3,5,42,58,한정 판매
100,101,5,[패키지] 투웨이 에센셜 후드집업 8종 2pack SJHD1280,아우터,후드 집업,페플,49000,6800,10646,4.8,1642,캐주얼 오버핏 데일리 후드집업 집업후드 집업 기모 ,57408,29,29,21,9,4,8,60,40,nan
101,102,12,MA-1 레귤러 Black,아우터,블루종/MA-1,알파인더스트리,183000,7800,18475,4.8,13259,마원 항공점퍼 MA-1레귤러핏 MA-1 오버핏 리버시블 코어핏 ,199125,28,23,23,14,7,5,84,16,nan
102,103,2,폴로 치노 베이스볼 캡-릴레이 블루,모자,캡/야구 모자,폴로랄프로렌,22000,6500,11193,4.8,18677,남자모자 모자 볼캡 캡 폴로모자 CHINOBALLCAP 치노 ,63135,24,37,24,9,3,3,46,54,nan
